LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,LOC_TOTAL,Defective
0,5,3,8,3,4,2,3,15,1,7,17.66,11.5,2336,47,129.78,203.13,2,4,14,23,24,10,10,8,7,0
5,33,2,58,17,26,2.23,7,69,9,57,95.6,21.1,42542.23,313,2363.46,2016.64,16,29,54,151,162,68,19,75,63,1
19,59,3,116,30,58,2,3,110,1,206,239.03,36.2,313287.38,1172,17404.85,8653.7,29,58,82,564,608,148,19,257,206,0
0,3,0,4,2,2,2,1,5,1,5,10.75,4,172.08,12,9.56,43.02,1,2,5,4,8,4,8,6,5,0
12,5,3,8,3,4,2,2,13,1,11,31.59,11.45,4145.3,68,230.29,361.89,2,4,12,28,40,22,18,34,13,0
0,5,3,8,3,4,2,3,12,1,8,22.64,5.73,742.59,30,41.25,129.66,2,4,11,14,16,11,9,10,9,0
10,5,0,8,3,4,2,1,11,1,22,53.55,11.45,7025.78,125,390.32,613.36,2,4,10,63,62,22,8,38,22,0
1,7,3,10,4,4,2.5,2,14,3,11,24.61,12.71,3973.8,62,220.77,312.75,3,5,12,27,35,17,16,13,11,0
4,5,2,6,3,2,3,2,10,3,13,23.79,14.5,5002.5,69,277.92,345,2,3,9,29,40,16,16,21,13,0
4,33,6,56,17,24,2.33,5,64,7,34,51.63,25.9,34627.03,214,1923.72,1337.06,16,28,49,94,120,49,27,45,40,0
16,19,9,36,10,18,2,8,71,1,74,79.49,32.46,83754.62,407,4653.03,2580.32,9,18,63,198,209,61,20,107,75,0
2,5,2,8,3,4,2,2,11,1,10,11.82,19,4268.6,49,237.14,224.66,2,4,10,19,30,8,16,13,10,0
20,9,6,14,5,6,2.33,4,19,3,20,52.95,8.87,4163,86,231.28,469.51,4,7,16,38,48,30,14,56,24,1
1,3,0,4,2,2,2,1,5,1,9,10.53,13.2,1834.45,34,101.91,138.97,1,2,5,11,23,5,12,11,9,0
1,7,2,12,4,6,2,3,17,4,11,16.45,14.3,3363.72,52,186.87,235.23,3,6,15,22,30,10,13,13,11,0
21,13,3,24,7,12,2,4,27,1,27,55.22,19.68,21394.68,188,1188.59,1086.9,6,12,22,88,100,38,17,60,31,1
0,5,2,8,3,4,2,3,11,1,13,23.44,7.33,1260.57,38,70.03,171.9,2,4,10,16,22,12,11,14,13,0
3,7,2,12,4,6,2,2,16,1,13,17.95,16.69,5000.31,63,277.8,299.56,3,6,14,31,32,13,14,18,14,1
3,19,8,30,10,14,2.14,6,53,1,36,54.39,16.69,15143.75,160,841.32,907.59,8,15,45,73,87,35,16,40,36,0
1,41,6,80,21,40,2,20,109,1,55,95.28,25.67,62771.57,374,3487.31,2445.65,20,40,90,176,198,72,21,57,55,0
1,7,0,12,4,6,2,1,12,4,7,14.12,9.63,1308.36,32,72.69,135.93,3,6,10,14,18,8,11,9,7,0
5,5,1,8,3,4,2,1,13,1,17,22.02,27,16052.62,115,891.81,594.54,2,4,12,54,61,18,18,23,17,0
25,15,4,26,8,12,2.17,4,34,1,22,54.45,20,21781.35,195,1210.08,1089.07,7,13,28,88,107,33,15,78,28,0
2,9,0,16,5,8,2,1,18,4,11,7.24,21,3192,38,177.33,152,4,8,15,14,24,4,12,14,11,0
2,59,0,116,30,58,2,1,117,1,2,185.52,11.06,22714.18,317,1261.9,2052.81,29,58,89,142,175,77,12,36,33,1
18,15,4,26,8,12,2.17,7,37,3,45,63.61,27.76,48997.85,289,2722.1,1765.36,7,13,31,136,153,49,20,72,47,0
6,37,2,60,19,24,2.5,2,63,18,77,60.94,26.48,42724.78,266,2373.6,1613.58,18,30,46,116,150,46,21,93,82,0
3,31,8,58,16,28,2.07,8,65,14,45,52.14,23.89,29750.8,210,1652.82,1245.45,15,29,51,91,119,40,21,50,45,0
10,7,5,10,4,4,2.5,4,16,4,28,45.13,11.11,5572.06,93,309.56,501.49,3,5,14,40,53,27,15,51,29,0
0,5,1,8,3,4,2,3,12,1,7,15.57,12.6,2472.31,44,137.35,196.21,2,4,11,21,23,10,12,8,7,0
2,9,2,16,5,8,2,4,20,1,18,18.68,25.88,12505.62,95,694.76,483.31,4,8,17,46,49,16,18,29,22,0
14,11,4,20,6,10,2,6,22,1,19,58.69,11.32,7525.74,119,418.1,664.61,5,10,18,55,64,34,14,52,25,0
2,15,1,24,8,10,2.4,2,27,7,24,10.04,45,20327.14,95,1129.29,451.71,7,12,21,45,50,9,18,27,24,0
57,23,5,32,14,16,2,6,51,1,82,38.44,40.11,61835.72,256,3435.32,1541.73,8,16,39,106,150,37,28,152,84,0
21,15,1,26,8,12,2.17,3,30,3,25,31.29,24.39,18610.76,132,1033.93,763.14,7,13,24,63,69,31,24,52,30,0
14,11,12,20,6,10,2,4,34,1,58,182.36,5.4,5311.46,159,295.08,984.18,5,10,30,68,91,63,10,142,58,0
4,3,0,4,2,2,2,1,6,1,6,12.06,6,434.04,19,24.11,72.34,1,2,6,9,10,6,8,12,7,0
3,7,4,10,4,4,2.5,3,18,1,26,37.65,18.96,13530.91,136,751.72,713.72,3,5,16,65,71,24,14,30,26,0
22,5,2,8,3,4,2,3,12,1,18,59.75,7.4,3272.06,82,181.78,442.17,2,4,11,37,45,30,12,61,23,0
20,17,2,20,10,8,2.5,3,31,3,36,31.44,19.3,11716.29,107,650.91,606.95,6,10,23,47,60,28,23,72,39,0
4,5,1,8,3,4,2,2,8,1,9,23.64,9.31,2048.42,48,113.8,220.08,2,4,7,22,26,13,11,14,9,0
1,7,4,12,4,6,2,2,24,1,21,34.66,14.24,7026.27,97,390.35,493.48,3,6,22,46,51,21,13,23,21,0
35,7,5,12,4,6,2,2,25,1,42,77.69,36.83,105400.45,458,5855.58,2861.55,3,6,23,221,237,57,19,139,46,1
2,7,1,12,4,6,2,2,14,3,11,13.39,14.22,2707.88,41,150.44,190.4,3,6,12,16,25,9,16,14,11,0
4,27,0,46,14,20,2.3,1,46,9,21,15.66,31.95,15993.34,102,888.52,500.5,13,23,34,37,65,11,19,31,22,0
0,5,1,6,3,2,3,2,8,3,5,11.99,5.4,349.52,17,19.42,64.73,2,3,7,6,11,5,9,6,5,0
40,33,1,52,17,20,2.6,11,49,17,49,56.67,17.49,17327.12,173,962.62,990.93,16,26,34,68,105,35,18,118,54,0
2,5,3,8,3,4,2,3,10,1,11,18.35,8.33,1274.38,36,70.8,152.93,2,4,9,15,21,9,10,14,11,0
4,5,1,8,3,4,2,2,14,1,17,42.71,14.57,9068.9,114,503.83,622.38,2,4,13,51,63,28,16,30,18,0
14,9,3,16,5,8,2,2,22,1,17,35.29,23.68,19791.23,156,1099.51,835.78,4,8,19,74,82,25,16,43,18,0
29,15,4,14,9,6,2.33,6,31,5,35,39.96,20.3,16466.48,143,914.8,811.16,4,7,24,58,85,30,21,89,39,0
18,7,5,12,4,6,2,4,17,1,24,56.95,11.11,7030.54,111,390.59,632.75,3,6,15,50,61,36,16,49,30,1
33,15,6,20,8,6,3.33,4,35,1,43,77.75,20.89,33939.63,260,1885.54,1624.46,7,10,29,117,143,56,20,138,52,0
1,3,1,4,2,2,2,2,7,1,8,13.69,6.43,565.71,22,31.43,88,1,2,7,10,12,7,9,10,8,0
35,75,12,116,38,42,2.76,15,126,32,144,115.86,37.39,161985.9,624,8999.22,4332.13,37,59,90,279,345,97,26,247,147,1
16,27,5,32,15,14,2.29,8,49,7,65,44.88,33.62,50731.38,233,2818.41,1508.85,9,16,36,99,134,53,36,84,66,1
4,33,8,58,17,26,2.23,10,63,8,39,47.02,30.81,44643.75,238,2480.21,1448.82,16,29,48,106,132,43,25,44,39,0
2,5,3,8,3,4,2,3,11,1,11,33.36,3.5,408.65,28,22.7,116.76,2,4,10,11,17,11,7,17,11,0
3,3,0,4,2,2,2,1,6,1,12,30.83,17.31,9235.67,111,513.09,533.62,1,2,6,30,81,13,15,18,13,0
14,9,1,14,5,6,2.33,2,17,3,12,22.72,18.75,7988.64,86,443.81,426.06,4,7,14,40,46,16,15,40,15,0
3,3,1,4,2,2,2,1,6,1,6,13.83,11.25,1750.38,36,97.24,155.59,1,2,6,15,21,8,12,10,6,0
0,5,1,8,3,4,2,3,12,1,7,13.51,13.33,2401.13,41,133.4,180.09,2,4,11,20,21,9,12,8,7,0
0,3,0,4,2,2,2,1,6,1,11,16.61,3,149.49,15,8.3,49.83,1,2,6,4,11,4,6,12,11,0
16,11,1,16,6,6,2.67,2,19,5,18,25.18,18,8158,87,453.22,453.22,5,8,15,38,49,19,18,43,20,0
1,5,0,8,3,4,2,1,10,1,9,10.4,11,1258.94,28,69.94,114.45,2,4,9,12,16,6,11,11,9,0
4,3,1,4,2,2,2,2,6,1,7,10.34,8.1,678.47,22,37.69,83.76,1,2,6,9,13,5,9,12,7,0
1,11,1,20,6,10,2,2,26,1,28,30.47,16.36,8158.14,95,453.23,498.55,5,10,22,45,50,22,16,31,28,0
5,7,0,10,4,4,2.5,1,11,1,10,6.98,22.1,3409.75,37,189.43,154.29,3,5,9,17,20,5,13,16,10,0
0,3,1,4,2,2,2,2,6,1,11,15.77,6.87,745.37,26,41.41,108.42,1,2,6,11,15,8,10,12,11,0
22,13,7,20,7,8,2.5,5,27,4,31,73.73,12.57,11641.4,155,646.74,926.48,6,11,22,68,87,46,17,63,39,0
16,87,5,154,44,68,2.26,14,169,13,255,249.73,43.13,464447.49,1405,25802.64,10769.8,43,77,127,675,730,180,23,307,255,0
16,7,1,12,4,6,2,1,16,1,13,24,22.5,12150,108,675,540,3,6,14,51,57,17,15,39,13,0
22,12,3,16,7,8,2,6,26,1,53,48.73,19.39,18330.01,160,1018.33,945.1,4,8,21,67,93,38,22,99,55,0
9,5,1,8,3,4,2,2,11,1,14,27.81,13.36,4964.52,75,275.81,371.56,2,4,10,37,38,18,13,29,15,0
1,11,2,16,6,6,2.67,3,20,6,17,15.38,23.38,8403.09,74,466.84,359.49,5,8,16,33,41,12,17,19,17,0
7,7,2,16,4,8,2,3,14,1,18,25.26,12.89,4196.59,64,233.14,325.6,4,8,12,29,35,18,16,31,20,1
2,3,2,4,2,2,2,2,7,1,6,16.5,2,66,11,3.67,33,1,2,7,4,7,4,4,9,6,0
0,3,2,4,2,2,2,1,7,1,6,19.23,4.89,459.61,23,25.53,94.01,1,2,7,11,12,9,8,7,6,0
1,5,2,8,3,4,2,3,10,3,13,18.24,12.73,2955.18,50,164.18,232.19,2,4,9,20,30,11,14,15,13,0
0,7,0,12,4,6,2,1,12,4,6,14.12,9.63,1308.36,32,72.69,135.93,3,6,10,14,18,8,11,7,6,0
3,3,0,4,2,2,2,1,5,1,5,12.24,9.33,1066.06,30,59.23,114.22,1,2,5,14,16,6,8,9,5,0
2,3,0,4,2,2,2,1,5,1,6,9.05,2,36.19,7,2,18.09,1,2,5,2,5,2,4,9,6,0
48,39,4,76,20,38,2,5,95,4,144,94.07,30.36,86693.87,428,4816.33,2855.8,19,38,77,187,241,77,25,272,146,1
35,15,11,26,8,12,2.17,7,41,4,52,61.71,22.17,30324,228,1684.67,1368,7,13,35,105,123,45,19,108,54,0
6,3,1,4,2,2,2,1,7,1,11,28.56,10.66,3242.83,64,180.16,304.31,1,2,7,31,33,16,11,18,11,0
19,11,4,20,6,10,2,4,25,5,27,25.75,23.98,14801.55,116,822.31,617.34,5,10,21,53,63,21,19,72,31,0
39,8,5,4,6,2,2,6,23,1,38,44.55,25.33,28593.41,198,1588.52,1128.69,1,2,19,88,110,33,19,114,42,1
8,7,1,12,4,6,2,3,15,1,20,20.71,28,16240,116,902.22,580,3,6,13,56,60,16,16,37,23,0
5,12,9,4,10,2,2,9,26,1,41,42.39,16.16,11064.31,119,614.68,684.83,1,2,18,47,72,32,22,76,41,0
6,17,9,30,9,14,2.14,7,35,5,37,58.68,10.09,5972.3,106,331.79,592.01,8,15,28,49,57,34,14,52,37,0
6,5,1,8,3,4,2,1,10,1,14,20.84,11,2521.73,50,140.1,229.25,2,4,9,22,28,12,12,21,14,0
9,7,3,10,4,4,2.5,2,15,1,14,31.34,10.33,3346.5,66,185.92,323.85,3,5,13,31,35,18,12,34,16,0
6,13,3,24,7,12,2,4,32,1,19,32.59,13.12,5614.09,91,311.89,427.74,6,12,27,42,49,16,10,26,19,0
1,7,0,12,4,6,2,1,14,1,21,16.21,11,1962.54,42,109.03,178.41,3,6,12,16,26,8,11,23,21,0
1,14,1,16,9,8,2,2,30,1,28,22.95,22.69,11822.56,100,656.81,520.95,4,8,23,43,57,18,19,30,28,0
1,9,3,14,5,6,2.33,3,23,5,21,24.76,24.5,14864.15,114,825.79,606.7,4,7,20,49,65,20,20,23,21,0
5,9,3,16,5,8,2,4,20,1,27,44.17,22.38,22130.78,178,1229.49,988.72,4,8,17,79,99,30,17,43,30,1
0,3,1,4,2,2,2,1,6,1,8,14.33,7.86,884.62,27,49.15,112.59,1,2,6,10,17,7,11,18,8,0
4,5,5,8,3,4,2,3,12,1,26,48.96,8.1,3208.43,80,178.25,396.34,2,4,11,34,46,21,10,31,26,0
2,9,3,16,5,6,2.67,3,17,4,10,15.12,11.67,2058.21,39,114.35,176.42,5,8,14,15,24,9,14,14,10,0
10,13,2,22,7,10,2.2,3,22,1,16,42.41,15.45,10128.75,124,562.71,655.39,6,11,17,40,84,22,17,34,18,0
2,13,3,22,7,10,2.2,7,27,4,23,28.34,22.91,14874.31,122,826.35,649.28,6,11,22,56,66,22,18,26,23,0
1,15,4,22,8,10,2.2,8,27,8,19,23.36,18.35,7869.25,85,437.18,428.77,6,11,21,39,46,17,16,22,19,0
19,5,6,8,3,4,2,2,15,1,27,33.66,44.54,66768.32,278,3709.35,1499.06,2,4,14,131,147,25,17,62,29,1
2,5,5,8,3,4,2,3,15,1,17,23.84,12.69,3840.79,66,213.38,302.61,2,4,14,30,36,13,11,20,17,0
11,25,4,48,13,24,2,7,56,1,40,56.42,19.13,20637.49,185,1146.53,1079.08,12,24,45,90,95,40,17,58,40,1
11,9,1,14,5,6,2.33,3,20,4,25,33.97,22.5,17197.21,140,955.4,764.32,4,7,17,65,75,26,18,45,27,0
15,5,3,8,3,4,2,2,12,1,17,37.06,22.6,18935.91,150,1052,837.74,2,4,11,69,81,29,19,46,20,0
1,3,2,4,2,2,2,1,7,1,6,15.9,6.43,656.91,25,36.5,102.19,1,2,7,9,16,7,10,8,6,0
3,7,0,10,4,4,2.5,1,12,3,10,10.84,13.71,2039.01,35,113.28,148.68,3,5,10,16,19,7,12,14,10,0
6,3,0,4,2,2,2,1,6,1,12,26.46,9.23,2254.82,54,125.27,244.27,1,2,6,24,30,13,10,21,12,0
5,3,5,4,2,2,2,2,9,1,11,24.39,5.4,711.1,31,39.51,131.69,1,2,9,12,19,10,9,31,11,0
5,3,1,4,2,2,2,1,7,1,7,17.97,3.5,220.18,17,12.23,62.91,1,2,7,6,11,6,7,18,7,0
11,13,4,24,7,12,2,3,31,1,36,38.26,27.7,29360.62,178,1631.15,1059.85,6,12,26,82,96,37,25,60,40,0
1,25,4,38,14,18,2.11,8,55,6,45,57.83,26.49,40578.75,243,2254.37,1531.82,10,19,43,108,135,53,26,47,45,0
1,19,3,30,10,12,2.5,5,35,6,13,19.75,20.46,8269.85,85,459.44,404.17,9,15,27,38,47,13,14,15,13,0
0,3,1,4,2,2,2,1,7,1,8,17.2,6.67,764.63,27,42.48,114.69,1,2,7,12,15,9,10,9,8,0
4,5,5,6,3,2,3,3,16,3,22,36.99,12.3,5596.5,91,310.92,455,2,3,15,41,50,20,12,27,22,0
1,5,4,8,3,4,2,2,13,1,12,14.42,12.38,2207.86,42,122.66,178.41,2,4,12,18,24,8,11,14,12,0
25,9,1,16,5,8,2,2,19,1,17,32.11,15.3,7522.74,93,417.93,491.54,4,8,16,44,49,23,16,59,24,0
36,25,6,36,13,12,3,7,45,10,47,117.25,17.36,35353.17,316,1964.06,2035.97,12,26,34,143,173,70,17,102,59,1
0,7,3,12,4,6,2,3,19,1,16,21.01,13.5,3829.06,59,212.73,283.63,3,6,17,27,32,14,14,20,16,0
0,3,1,4,2,2,2,2,7,1,7,8.41,10.13,861.74,23,47.87,85.11,1,2,7,9,14,4,9,8,7,0
45,50,9,88,27,44,2,11,121,1,122,106.48,59.27,374043.26,863,20780.18,6311.02,22,44,96,405,458,123,36,237,164,1
4,11,7,4,8,2,2,8,22,3,32,33.95,14.15,6799.13,88,377.73,480.43,1,2,16,31,57,23,21,43,36,0
9,5,3,8,3,4,2,3,11,1,9,44.41,4.71,983.4,45,54.63,208.97,2,4,10,20,25,17,8,21,11,0
2,5,1,8,3,4,2,2,9,1,8,12.1,13.93,2347.73,39,130.43,168.56,2,4,8,15,24,7,13,11,8,0
1,5,0,8,3,4,2,1,9,1,7,18.88,9,1529.25,40,84.96,169.92,2,4,8,20,20,10,9,9,7,0
16,61,8,114,31,54,2.11,15,130,25,95,104.29,36.9,142000.7,548,7888.93,3848.26,30,57,101,246,302,100,30,113,95,0
7,5,5,4,3,2,2,3,15,1,13,27.68,4.38,529.87,31,29.44,121.11,1,2,14,10,21,8,7,28,13,0
1,5,2,8,3,4,2,3,13,1,7,24.15,8.59,1782.21,48,99.01,207.45,2,4,12,21,27,11,9,9,7,0
7,7,3,12,4,6,2,3,16,1,22,28.85,9.71,2717.65,56,150.98,280,3,6,14,22,34,17,15,44,22,0
1,5,2,6,3,2,3,3,8,3,7,19.38,5.06,496.63,24,27.59,98.1,2,3,7,9,15,8,9,10,7,0
0,9,5,16,5,8,2,4,20,1,17,24.55,23.68,13769.86,110,764.99,581.39,4,8,17,45,65,19,20,18,17,0
3,5,5,8,3,4,2,3,14,1,11,33.89,4.85,795.9,38,44.22,164.23,2,4,13,18,20,13,7,15,11,0
23,57,3,56,33,24,2.33,11,102,10,165,160.17,29.21,136707.89,636,7594.88,4679.4,16,28,71,272,364,135,29,193,165,1
1,9,1,16,5,8,2,2,16,1,14,12.24,29.56,10695.71,80,594.21,361.88,4,8,13,38,42,9,14,20,17,0
3,3,2,4,2,2,2,2,10,1,13,22.46,15,5053.28,68,280.74,336.89,1,2,10,32,36,16,15,18,13,0
1,9,0,14,5,6,2.33,1,17,3,10,8.52,19.25,3158.72,42,175.48,164.09,4,7,14,14,28,4,11,12,10,0
14,3,11,4,2,2,2,1,18,1,51,107.8,23.13,57647.66,384,3202.65,2492.87,1,2,18,185,199,72,18,106,52,1
16,15,2,26,8,12,2.17,3,27,1,18,24.73,28,19390.99,124,1077.28,692.54,7,13,21,56,68,24,24,53,23,0
21,13,5,24,7,12,2,5,31,1,19,53.3,10.61,6003.3,103,333.52,565.66,6,12,26,47,56,31,14,72,27,0
6,3,2,4,2,2,2,2,7,1,16,57.32,10.19,5954.36,113,330.8,584.2,1,2,7,53,60,26,10,35,16,0
2,7,1,12,4,6,2,1,16,1,17,48.72,35.88,62721.59,313,3484.53,1748.09,3,6,14,78,235,25,23,21,18,0
0,7,3,12,4,6,2,4,14,4,8,26.93,4.8,620.48,31,34.47,129.27,3,6,12,12,19,10,8,11,10,0
0,3,0,4,2,2,2,1,6,1,6,5.18,15,1165.64,21,64.76,77.71,1,2,6,9,12,3,10,8,6,0
2,5,3,8,3,4,2,3,12,3,16,27.81,6.68,1240.57,40,68.92,185.75,2,4,11,17,23,14,11,20,16,0
3,9,5,16,5,8,2,4,21,3,11,15.17,23.86,8637.06,77,479.84,361.93,4,8,18,35,42,11,15,15,11,0
2,17,2,24,9,8,3,4,32,6,19,26.33,31.74,26522.64,154,1473.48,835.64,8,14,25,73,81,23,20,22,19,0
1,9,2,14,5,6,2.33,4,15,5,17,25.03,8.36,1748.44,44,97.14,209.22,4,7,12,18,26,14,13,22,17,0
3,5,1,8,3,4,2,2,10,1,8,16.74,11.23,2110.54,41,117.25,187.98,2,4,9,19,22,11,13,12,8,0
2,25,3,44,13,20,2.2,4,48,9,28,33.99,21.89,16290.19,138,905.01,744.14,12,22,37,53,85,23,19,31,28,0
22,19,0,34,10,16,2.13,1,39,5,65,35.09,30.33,32286.36,200,1793.69,1064.39,9,17,31,91,109,24,16,136,74,1
6,3,4,4,2,2,2,2,14,1,22,53.06,13.85,10172.91,140,565.16,734.71,1,2,14,60,80,26,12,36,24,0
13,7,0,12,4,6,2,1,12,1,10,22.96,13.59,4242.8,63,235.71,312.11,3,6,10,29,34,16,15,27,13,0
0,3,1,4,2,2,2,2,7,1,10,18.6,6.5,786.03,29,43.67,120.93,1,2,7,13,16,9,9,11,10,0
16,11,3,20,6,10,2,3,21,1,15,37.77,12.29,5701.61,92,316.76,464.08,5,10,17,43,49,21,12,42,18,0
5,3,3,4,2,2,2,1,10,1,13,34.95,18.36,11781.35,119,654.52,641.69,1,2,10,54,65,25,17,23,14,0
7,7,4,4,5,2,2,5,16,1,37,48.33,13.68,9040.72,119,502.26,661,1,2,13,53,66,31,16,48,37,0
6,5,0,8,3,4,2,1,13,1,20,51.47,13.89,9932.28,143,551.79,715,2,4,12,71,72,23,9,30,21,0
0,3,1,4,2,2,2,2,5,1,14,20.76,12.27,3126.53,58,173.7,254.75,1,2,5,27,31,11,10,15,14,0
14,5,4,6,3,2,3,2,12,3,13,34.91,12.87,5781.77,85,321.21,449.26,2,3,11,37,48,23,16,51,17,1
31,39,2,62,20,24,2.58,4,67,13,60,69.45,23.14,37185.01,258,2065.83,1607.04,19,35,49,119,139,54,21,121,63,0
4,13,8,24,7,12,2,6,34,6,25,43.02,16.56,11801.69,125,655.65,712.55,6,12,29,53,72,32,20,30,25,0
1,11,2,18,6,8,2.25,2,22,6,12,11.97,25,7483.01,61,415.72,299.32,5,9,18,25,36,10,20,14,12,0
8,5,1,8,3,4,2,2,11,1,6,18.95,7.5,1066,31,59.22,142.13,2,4,10,15,16,12,12,16,7,0
0,3,1,4,2,2,2,2,6,1,4,12.17,8.4,858.37,25,47.69,102.19,1,2,6,7,18,5,12,5,4,0
1,5,1,8,3,4,2,3,12,1,10,14.62,9.17,1228.15,31,68.23,133.98,2,4,11,15,16,9,11,12,10,0
3,37,7,72,19,36,2,12,88,11,46,48.52,36.22,63649.28,294,3536.07,1757.32,18,36,71,135,159,41,22,54,50,0
20,33,7,58,17,26,2.23,14,82,17,93,99.14,25.67,65333.37,395,3629.63,2544.96,16,29,67,172,223,67,20,171,101,0
8,3,2,4,2,2,2,2,8,1,9,34.56,4,552.97,31,30.72,138.24,1,2,8,14,17,14,8,20,11,0
21,15,7,12,9,4,3,7,30,5,43,40.02,17.15,11771.13,121,653.95,686.36,4,6,23,49,72,30,21,72,47,0
1,11,2,20,6,10,2,3,22,1,17,13.79,21,6080.95,67,337.83,289.57,5,10,18,28,39,8,12,19,17,0
0,9,2,16,5,8,2,5,17,1,8,13.02,19.25,4824.58,59,268.03,250.63,4,8,14,28,31,8,11,10,8,0
1,11,2,16,6,6,2.67,4,18,5,10,14.62,13.72,2753.7,45,152.98,200.67,5,8,14,19,26,9,13,13,11,0
17,9,6,16,5,8,2,4,20,1,18,37.97,14.77,8282.6,104,460.14,560.8,4,8,17,48,56,26,16,51,23,0
7,27,2,52,14,26,2,3,76,1,22,99.64,24.6,60297.15,407,3349.84,2451.1,13,26,64,164,243,50,15,33,24,1
0,3,0,4,2,2,2,1,6,1,12,15.43,10,1542.87,37,85.72,154.29,1,2,6,16,21,8,10,13,12,0
1,9,3,14,5,6,2.33,3,21,3,11,25.83,12,3720,62,206.67,310,4,7,18,24,38,16,16,13,11,0
9,7,3,12,4,6,2,1,18,1,25,20.43,24,11768.4,102,653.8,490.35,3,6,16,48,54,14,14,51,25,0
23,11,5,8,8,4,2,5,24,1,45,42.42,24.2,24843.45,176,1380.19,1026.58,2,4,18,77,99,35,22,77,46,1
0,5,2,8,3,4,2,3,13,1,12,9.76,27,7115.55,60,395.31,263.54,2,4,12,27,33,7,14,14,13,0
10,3,1,4,2,2,2,1,8,1,19,54.15,14.62,11582.56,157,643.48,791.97,1,2,8,78,79,24,9,45,21,1
7,24,16,26,15,10,2.6,13,54,8,82,83.81,33,91264.07,404,5070.23,2765.58,8,13,41,187,217,85,30,99,86,1
0,97,4,192,49,96,2,4,241,1,69,46.69,123.06,707027.78,1018,39279.32,5745.45,48,96,194,523,495,34,16,70,69,0
1,3,3,4,2,2,2,2,8,1,7,17.31,5.5,523.51,25,29.08,95.18,1,2,8,11,14,7,7,10,8,0
1,5,1,8,3,4,2,2,10,3,7,10.91,8.8,844.8,24,46.93,96,2,4,9,8,16,5,11,9,7,0
19,11,4,20,6,10,2,4,25,5,26,27.15,22.89,14223.33,116,790.18,621.48,5,10,21,53,63,22,19,70,31,0
6,3,0,4,2,2,2,1,6,1,10,24.53,5.91,856.5,33,47.58,144.95,1,2,6,13,20,11,10,21,10,0
6,5,3,8,3,4,2,3,13,1,21,33.54,13,5667.6,88,314.87,435.97,2,4,12,36,52,18,13,28,21,0
1,9,1,16,5,8,2,3,18,1,11,16.12,14.3,3299.03,51,183.28,230.7,4,8,15,22,29,10,13,13,11,0
16,5,3,6,3,2,3,3,15,3,16,24.56,18.53,8430.88,91,468.38,455,2,3,14,42,49,17,15,49,18,0
16,12,6,16,7,8,2,6,27,1,29,48.73,13.64,9060.53,116,503.36,664.44,4,8,22,45,71,33,20,65,35,0
1,7,0,12,4,6,2,1,16,1,10,8.55,23.4,4683.66,48,260.2,200.16,3,6,14,18,30,5,13,12,10,0
3,25,0,34,14,14,2.43,1,45,10,25,27.2,31.11,26315.66,147,1461.98,845.97,10,17,33,67,80,28,26,29,25,0
1,5,1,8,3,4,2,1,10,1,8,13.45,12.44,2082.85,37,115.71,167.37,2,4,9,16,21,9,14,10,8,0
3,3,0,4,2,2,2,1,6,1,4,12.44,7.71,740.57,24,41.14,96,1,2,6,12,12,7,9,8,4,0
1,3,1,4,2,2,2,2,7,1,9,16.96,6.75,772.53,28,42.92,114.45,1,2,7,12,16,8,9,11,9,0
2,5,3,8,3,4,2,3,10,1,12,18.35,8.33,1274.38,36,70.8,152.93,2,4,9,15,21,9,10,15,12,0
5,3,3,4,2,2,2,2,8,1,13,24.46,8.75,1872.96,48,104.05,214.05,1,2,8,21,27,12,10,21,13,0
2,3,0,4,2,2,2,1,6,1,4,7.91,6.13,296.65,14,16.48,48.43,1,2,6,7,7,4,7,7,4,0
2,11,3,16,6,6,2.67,3,19,3,22,20.15,21.39,9220.24,81,512.24,431.08,5,8,15,35,46,18,22,25,22,0
1,7,0,12,4,6,2,1,14,1,12,21.91,10.05,2210.79,48,122.82,220.08,3,6,12,17,31,11,13,14,12,0
25,9,4,14,5,6,2.33,3,22,3,18,39.88,13.33,7090.32,98,393.91,531.77,4,7,19,45,53,27,16,66,23,0
6,5,1,8,3,4,2,1,11,1,17,20.45,15.17,4705.14,66,261.39,310.23,2,4,10,26,40,12,14,33,24,0
0,12,1,14,7,6,2.33,2,19,5,14,30.54,11.43,3988.95,67,221.61,349.03,4,7,14,30,37,21,16,18,17,0
21,89,5,176,45,88,2,3,266,1,68,318.29,36.8,430930.48,1588,23940.58,11711.56,44,88,223,645,943,149,17,97,74,1
4,5,2,10,3,4,2.5,2,8,1,10,16.1,20,6441.86,67,357.88,322.09,3,5,7,30,37,12,16,15,10,0
1,3,1,4,2,2,2,1,6,1,5,10.75,6,387.18,18,21.51,64.53,1,2,6,6,12,4,8,7,5,0
