LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
13,5,1,3,0.3,2,0.67,8,3,8,16.55,10.11,1692.31,37,94.02,167.37,2,7,0.1,13,24,9,14,31,52.94,10,0
4,7,2,4,0.18,2,0.5,16,1,22,18.61,23.33,10132.78,96,562.93,434.26,3,14,0.13,30,66,9,14,31,12,22,0
0,1,1,1,0.14,1,1,2,1,7,9.38,17.33,2818.28,47,156.57,162.59,0,3,0.11,13,34,3,8,9,0,7,0
4,3,5,2,0.2,2,1,10,1,10,34.4,4,550.43,33,30.58,137.61,0,10,0.13,16,17,12,6,15,0,10,0
1,5,1,3,0.38,2,0.67,10,3,8,8.65,15.6,2104.23,33,116.9,134.89,0,9,0.3,13,20,5,12,10,0,8,0
16,11,3,10,0.17,5,0.5,29,1,58,42.24,23.1,22537.68,172,1252.09,975.66,0,21,0.13,66,106,30,21,78,3.33,60,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
16,1,1,1,0.08,1,1,2,1,13,26.21,13.64,4873.11,79,270.73,357.36,0,3,0.02,25,54,11,12,41,43.48,13,0
33,31,2,16,0.21,4,0.25,65,3,66,29.55,81.12,194483.67,427,10804.65,2397.48,15,51,0.11,169,258,25,24,140,37.14,75,0
1,11,1,6,0.5,5,0.83,26,1,12,14.03,23.1,7484.4,81,415.8,324,0,22,0.32,21,60,5,11,19,0,12,0
1,3,0,2,0.4,1,0.5,5,1,5,6.77,9,548.5,17,30.47,60.94,0,5,0.25,6,11,3,9,8,0,5,0
0,1,0,1,0.5,1,1,1,1,2,7.75,2,31.02,6,1.72,15.51,0,2,0.25,2,4,2,4,4,0,2,0
1,3,1,2,0.18,2,1,8,1,11,18.29,7,896,32,49.78,128,0,8,0.15,14,18,8,8,13,0,11,0
90,37,4,19,0.17,5,0.26,80,11,86,41.46,58.45,141635.44,407,7868.64,2423.36,18,63,0.08,173,234,37,25,250,45.91,112,0
0,3,1,2,1,1,0.5,6,1,0,0,0,0,0,0,0,0,6,0.29,0,0,0,0,7,0,0,0
7,3,2,2,0.14,2,1,8,1,14,30.11,9.1,2493.57,57,138.53,274.02,1,8,0.07,21,36,15,13,29,30,14,0
1,7,0,4,0.24,1,0.25,14,1,17,15.86,20.63,6746.24,77,374.79,327.09,3,12,0.2,30,47,8,11,20,0,17,0
0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0
38,7,15,4,0.09,2,0.5,29,1,24,79.68,11.59,10705.07,157,594.73,923.57,3,27,0.03,68,89,44,15,117,68.83,43,1
1,3,2,2,0.29,2,1,7,1,6,16.37,6.87,774.04,27,43,112.59,0,7,0.2,11,16,8,10,10,14.29,7,0
13,13,1,7,0.23,3,0.43,27,1,27,23.94,40.18,38646.97,198,2147.05,961.88,6,22,0.13,75,123,14,15,54,30.77,31,0
11,3,1,2,0.1,1,0.5,7,1,21,22.1,19.17,8119.88,95,451.1,423.65,1,7,0.05,46,49,12,10,38,16,21,0
6,3,0,2,0.22,1,0.5,6,1,9,15.61,9.17,1311.39,35,72.86,143.06,1,6,0.1,10,25,6,11,21,30.77,9,0
0,1,0,1,0.25,1,1,1,1,4,8.23,3.75,115.8,11,6.43,30.88,0,2,0.17,3,8,2,5,6,0,4,0
1,13,2,7,0.47,3,0.43,25,1,15,22,22.11,10748.84,92,597.16,486.26,0,20,0.39,42,50,19,20,18,6.25,15,0
7,6,6,5,0.16,5,1,15,1,31,38.39,13.65,7152.72,103,397.37,524.01,0,12,0.12,39,64,20,14,41,3.13,32,0
3,9,1,5,0.45,2,0.4,11,5,11,18.96,10.11,1938.86,43,107.71,191.76,4,8,0.31,14,29,9,13,16,0,11,0
1,7,3,4,0.5,3,0.75,16,1,8,20,10.21,2087.05,49,115.95,204.33,0,14,0.27,13,36,7,11,15,0,8,0
3,3,1,2,0.25,2,1,5,1,8,17.09,4.57,357.2,20,19.84,78.14,1,5,0.15,8,12,7,8,13,0,8,0
1,5,3,3,0.25,3,1,11,1,12,21.86,14,4284.74,63,238.04,306.05,0,10,0.21,30,33,15,14,14,0,12,0
1,5,1,3,0.23,3,1,11,1,13,18.07,10.45,1973.69,43,109.65,188.87,0,10,0.19,19,24,10,11,16,7.14,13,0
0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.2,0,0,0,0,5,0,0,0
1,9,2,1,0.07,1,1,21,1,11,16.51,16.67,4584.96,60,254.72,275.1,0,18,0.05,20,40,9,15,22,26.67,15,0
2,1,0,1,0.33,1,1,1,1,3,8.98,2.5,56.15,8,3.12,22.46,0,2,0.14,2,6,2,5,7,0,3,0
1,7,2,4,0.4,3,0.75,17,4,10,14.59,15.89,3684.48,52,204.69,231.89,0,15,0.31,22,30,9,13,13,0,10,0
14,9,3,5,0.23,4,0.8,19,4,17,25.65,19.5,9755.09,94,541.95,500.26,4,16,0.08,39,55,20,20,66,65.31,22,0
7,7,4,5,0.15,5,1,14,1,34,27.52,17.41,8344.02,95,463.56,479.22,1,11,0.11,37,58,17,16,46,8.1,34,0
1,1,0,1,0.33,1,1,1,1,2,9,3,81,9,4.5,27,0,2,0.13,2,7,2,6,8,60,3,1
14,11,1,6,0.15,3,0.5,28,1,37,17.57,64.29,72605.36,222,4033.63,1129.42,5,24,0.08,90,132,14,20,73,35.09,41,0
14,5,1,3,0.02,2,0.67,11,1,196,201.95,50.69,518878.57,1472,28826.59,10236.58,2,10,0.01,597,875,106,18,216,2,198,1
1,7,2,4,0.36,3,0.75,11,4,11,22.04,14.5,4634.63,68,257.48,319.63,3,9,0.21,29,39,13,13,19,21.43,11,0
0,1,1,1,0.17,1,1,2,1,6,15.86,3.5,194.27,15,10.79,55.51,0,3,0.13,6,9,6,7,8,0,6,0
1,1,0,1,0.13,1,1,1,1,8,12.08,11,1461.18,34,81.18,132.83,0,2,0.09,11,23,5,10,11,0,8,0
6,3,0,2,0.18,1,0.5,5,1,11,18.78,13.33,3338.16,57,185.45,250.36,0,5,0.04,20,37,9,12,47,71.79,11,0
13,5,5,3,0.19,2,0.67,14,1,15,32.92,10.73,3787.08,70,210.39,353.11,2,13,0.08,33,37,20,13,37,31.82,16,0
1,1,0,1,0.13,1,1,1,1,2,25.9,5.14,685.11,36,38.06,133.22,0,2,0.08,12,24,7,6,12,77.78,8,0
2,1,2,1,0.2,1,1,3,1,2,13.96,6,502.57,22,27.92,83.76,0,4,0.11,9,13,6,8,9,60,5,0
0,5,3,3,0.14,2,0.67,10,3,21,22.1,30.64,20753.19,131,1152.95,677.26,2,9,0.12,39,92,14,22,25,4.55,22,0
1,3,1,2,0.29,2,1,5,1,7,20.79,7.5,1169.17,34,64.95,155.89,1,5,0.2,15,19,12,12,10,0,7,0
12,5,1,3,0.3,2,0.67,8,3,8,16.55,10.11,1692.31,37,94.02,167.37,2,7,0.1,13,24,9,14,30,52.94,10,0
1,1,2,1,0.5,1,1,3,1,2,17.43,2,69.74,11,3.87,34.87,0,4,0.2,5,6,5,4,5,0,2,0
1,1,0,1,0.5,1,1,1,1,2,0,0,0,3,0,4.75,0,2,0.2,0,3,0,3,5,0,2,0
9,7,3,4,0.15,4,1,16,1,26,23.42,21.94,11272.23,101,626.23,513.83,3,14,0.09,39,62,16,18,43,18.75,27,0
0,3,0,2,1,1,0.5,5,1,0,0,0,0,0,0,0,0,5,0.22,0,0,0,0,9,0,0,0
0,1,0,1,0.5,1,1,1,1,2,5.33,1.5,12,4,0.67,8,0,2,0.25,1,3,1,3,4,0,2,0
1,5,1,3,0.2,1,0.33,9,3,15,28.29,26.03,19171.54,146,1065.09,736.48,0,8,0.18,49,97,16,17,17,0,15,0
4,7,2,4,0.4,2,0.5,13,3,10,20.28,16.29,5381.83,68,298.99,330.34,0,11,0.21,23,45,12,17,19,9.09,10,0
10,3,0,2,0.22,1,0.5,6,1,8,12.69,7.58,729.6,26,40.53,96.21,1,6,0.1,13,13,6,7,21,11.11,9,0
6,5,1,3,0.17,1,0.33,9,3,17,20.8,13.72,3916.37,64,217.58,285.4,2,8,0.11,19,45,9,13,27,10.53,18,0
0,5,1,3,1,1,0.33,10,1,0,0,0,0,0,0,0,0,9,0.3,0,0,0,0,10,0,0,0
10,11,2,6,0.21,5,0.83,23,1,25,25.22,24,14527.86,120,807.1,605.33,5,19,0.13,40,80,15,18,45,24.24,28,0
4,1,1,1,0.11,1,1,2,1,8,16.8,6.67,746.67,28,41.48,112,0,3,0.06,8,20,6,10,16,20,9,0
5,7,1,4,0.1,1,0.25,15,1,20,42.54,15.53,10260.06,136,570,660.69,3,13,0.08,44,92,17,12,49,52.38,41,1
4,25,7,13,0.45,12,0.92,61,1,28,42.71,21.6,19924.88,194,1106.94,922.45,0,50,0.33,54,140,15,12,39,3.45,29,0
24,15,4,8,0.13,7,0.88,37,4,53,32.84,38.14,47779.28,237,2654.4,1252.64,7,31,0.08,89,148,21,18,100,28.38,60,0
6,21,0,11,0.42,1,0.09,40,4,26,27.51,19.44,10402.78,107,577.93,535,10,31,0.24,50,57,18,14,46,25.71,26,0
4,24,3,16,0.22,5,0.31,49,1,63,39.65,70.65,197911.74,454,10995.1,2801.15,0,35,0.2,167,287,39,33,80,14.86,73,0
4,25,24,13,0.28,13,1,72,11,42,91.37,13.05,15561.2,198,864.51,1192.43,0,61,0.21,87,111,50,15,63,26.32,47,0
4,5,0,3,0.38,1,0.33,10,1,8,13.87,8.25,944.2,28,52.46,114.45,0,9,0.2,9,19,6,11,15,11.11,8,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
19,29,3,15,0.15,7,0.47,62,3,82,23.98,98.43,232360.35,425,12908.91,2360.7,14,49,0.1,159,266,21,26,143,32.79,102,1
4,7,2,4,0.27,3,0.75,15,1,15,21.94,10.5,2418.38,49,134.35,230.32,3,13,0.17,21,28,13,13,23,11.76,15,0
1,3,0,2,0.4,1,0.5,6,1,5,7.92,6,285.29,15,15.85,47.55,1,6,0.25,6,9,3,6,8,0,5,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
2,1,0,1,0.33,1,1,1,1,3,8.98,2.5,56.15,8,3.12,22.46,0,2,0.14,2,6,2,5,7,0,3,0
17,17,6,9,0.16,6,0.67,48,1,47,86.67,27.58,65929.86,376,3662.77,2390.44,8,41,0.11,171,205,62,20,85,28.79,55,0
4,3,2,2,0.25,2,1,6,1,8,20.23,4.44,399.66,22,22.2,89.92,1,6,0.11,10,12,9,8,18,11.11,8,0
4,5,1,3,0.27,2,0.67,11,1,9,21.43,4.38,410.22,24,22.79,93.77,0,10,0.12,10,14,8,7,26,55,11,0
6,3,1,2,0.2,1,0.5,6,1,9,22.66,10.31,2409.37,55,133.85,233.64,1,6,0.11,15,40,8,11,19,18.18,10,1
10,3,0,2,0.14,1,0.5,7,1,14,18.81,17.05,5466.9,73,303.72,320.64,1,7,0.06,31,42,10,11,31,22.22,14,0
7,3,4,2,0.17,2,1,10,1,11,25.79,5,644.64,33,35.81,128.93,1,10,0.08,15,18,9,6,24,26.67,12,0
9,11,4,6,0.13,6,1,23,1,43,41.94,16.02,10767.58,129,598.2,672.02,5,19,0.1,47,82,22,15,59,10.42,45,0
0,7,2,4,0.36,3,0.75,16,1,11,18.18,11.92,2581.57,53,143.42,216.64,0,14,0.24,13,40,6,11,17,0,11,0
5,1,0,1,0.07,1,1,1,1,15,33.1,8.73,2520.95,68,140.05,288.86,0,2,0.05,24,44,11,8,21,0,15,0
1,1,1,1,0.5,1,1,2,1,2,11.86,3.5,145.3,12,8.07,41.51,0,3,0.2,4,8,4,7,5,0,2,0
16,9,5,5,0.12,5,1,22,1,37,34.17,20.57,14460.86,133,803.38,702.96,4,19,0.06,48,85,21,18,82,42.19,42,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
11,9,3,5,0.23,3,0.6,21,1,22,25.42,17.34,7647.27,89,424.85,440.92,4,18,0.13,37,52,16,15,39,15.38,22,0
0,7,3,4,0.44,4,1,14,4,7,26.93,4.8,620.48,31,34.47,129.27,3,12,0.36,12,19,10,8,11,22.22,9,0
2,3,1,2,0.29,1,0.5,7,1,7,11.44,10.71,1313.83,30,72.99,122.62,1,7,0.17,15,15,7,10,12,0,7,0
9,59,13,34,0.4,22,0.65,133,15,84,45.25,61.67,172104.21,444,9561.34,2790.72,0,101,0.34,187,257,47,31,99,5.62,84,0
15,45,6,23,0.37,7,0.3,62,19,54,54.16,34.14,63133.21,326,3507.4,1849.21,22,41,0.18,115,211,32,19,125,50.46,63,0
5,1,1,1,0.1,1,1,2,1,10,21.06,8.36,1470.86,44,81.71,176,0,3,0.06,13,31,7,9,17,0,10,0
0,3,2,2,0.4,2,1,6,1,5,10.68,4.67,232.53,15,12.92,49.83,1,6,0.29,4,11,3,7,7,0,5,0
1,9,2,5,0.36,3,0.6,18,3,14,25.3,10.56,2822.18,55,156.79,267.19,0,15,0.29,26,29,16,13,17,6.67,14,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
8,1,3,1,0.04,1,1,4,1,25,22.57,32.79,24261.43,148,1347.86,740,0,5,0.03,51,97,14,18,35,0,25,0
6,3,2,2,0.14,1,0.5,7,1,14,16.16,12.14,2382.41,48,132.36,196.2,0,7,0.04,17,31,7,10,52,68.18,14,0
3,7,1,4,0.4,2,0.5,9,4,7,18.39,9.17,1545.09,39,85.84,168.56,3,7,0.27,15,24,9,11,15,30,10,1
7,3,1,2,0.1,2,1,7,1,21,28,17,8091.46,97,449.53,475.97,1,7,0.06,34,63,15,15,33,12.5,21,0
3,5,3,3,0.25,3,1,12,1,12,26.42,6.77,1210.43,39,67.25,178.81,2,11,0.17,16,23,13,11,18,7.69,12,0
3,1,1,1,0.06,1,1,2,1,16,17.75,22.79,9216.43,97,512.02,404.48,0,3,0.05,29,68,7,11,21,0,16,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
7,3,0,2,0.17,1,0.5,6,1,5,15.69,10.29,1660.33,38,92.24,161.42,1,6,0.07,12,26,7,12,27,68.75,12,1
8,5,5,3,0.21,1,0.33,13,1,14,26.68,10.56,2976.12,58,165.34,281.76,2,12,0.07,26,32,16,13,43,57.58,14,0
22,9,5,5,0.14,5,1,22,1,27,30.1,21.5,13912.18,120,772.9,647.08,2,19,0.06,43,77,21,21,77,49.06,35,0
2,1,0,1,0.25,1,1,1,1,3,11.58,2.67,82.35,11,4.57,30.88,0,2,0.11,4,7,3,4,9,25,4,1
8,5,0,3,0.09,1,0.33,11,1,32,17.32,73.18,92777.91,273,5154.33,1267.77,2,10,0.05,115,158,11,14,60,25.58,34,1
4,1,2,1,0.17,1,1,3,1,5,14.51,4.2,255.97,17,14.22,60.94,0,4,0.08,6,11,5,7,13,28.57,6,0
7,3,3,2,0.12,2,1,8,1,17,22.93,9.27,1971.45,47,109.53,212.61,1,8,0.06,17,30,11,12,31,10.53,17,0
5,15,2,8,0.21,1,0.13,29,8,31,27.2,53.67,78353.33,292,4352.96,1460,7,23,0.16,138,154,18,14,50,24.39,38,0
3,3,1,2,0.13,1,0.5,6,1,15,27.64,7.69,1635.44,47,90.86,212.61,1,6,0.1,20,27,13,10,20,0,15,0
18,3,2,2,0.15,2,1,7,1,10,18.36,10.2,1910.42,42,106.13,187.3,1,7,0.05,17,25,10,12,44,60,13,0
4,7,1,4,0.33,2,0.5,14,3,12,17.71,23,9367.25,83,520.4,407.27,3,12,0.19,23,60,10,20,21,20,12,0
0,13,0,7,1,1,0.14,19,7,7,23.57,7.11,1191.72,41,66.21,167.59,0,14,0.88,16,25,9,8,8,0,7,0
25,29,3,15,0.23,3,0.2,64,8,63,33.22,65.26,141466.74,402,7859.26,2167.71,14,51,0.15,158,244,23,19,103,17.11,65,0
3,9,3,5,0.5,4,0.8,21,1,10,19.98,13.36,3564.69,64,198.04,266.88,0,18,0.26,17,47,7,11,19,0,10,0
13,7,4,4,0.27,4,1,14,1,14,21.38,9.5,1929.74,47,107.21,203.13,3,12,0.1,19,28,10,10,42,50,15,0
1,9,3,5,0.5,4,0.8,21,1,10,20.87,12.14,3077.28,62,170.96,253.42,0,18,0.29,17,45,7,10,17,0,10,0
4,3,1,2,0.22,2,1,7,1,8,11.35,10.08,1154.03,28,64.11,114.45,1,7,0.13,11,17,6,11,16,20,9,0
11,7,0,4,0.16,1,0.25,16,1,10,25.55,25.31,16365.59,136,909.2,646.66,3,14,0.09,47,89,13,14,46,69.7,25,1
4,5,0,3,0.15,1,0.33,10,1,18,20.53,12.14,3027.64,61,168.2,249.34,2,9,0.11,17,44,7,10,28,18.18,20,1
0,1,1,1,0.1,1,1,5,1,10,44.27,4.62,943.04,49,52.39,204.33,0,6,0.08,24,25,13,5,12,0,10,0
0,3,0,2,1,1,0.5,6,1,0,13.29,3,119.59,12,6.64,39.86,0,6,2,4,8,4,6,1,0,0,0
2,4,2,3,0.27,3,1,8,1,11,14.48,12.83,2384.98,43,132.5,185.84,0,7,0.16,11,32,6,14,19,0,11,0
1,1,0,1,0.33,1,1,1,1,3,9.05,2,36.19,7,2,18.09,0,2,0.17,2,5,2,4,6,0,3,0
4,1,3,1,0.2,1,1,4,1,5,18.91,5.5,572,26,31.78,104,0,5,0.05,11,15,8,8,20,64.29,5,0
14,21,3,11,0.15,5,0.45,40,5,68,38.68,42.21,68900.96,285,3827.83,1632.46,10,31,0.09,102,183,29,24,125,37.61,73,0
1,9,0,5,0.45,1,0.2,18,5,11,9.46,15.3,2213.6,38,122.98,144.68,0,15,0.38,17,21,5,9,13,0,11,0
32,37,12,19,0.21,10,0.53,79,13,84,50.64,50,126600,422,7033.33,2532,18,62,0.13,156,266,39,25,145,24.32,90,0
2,3,1,2,0.22,1,0.5,6,1,9,18.21,11.67,2477.96,50,137.66,212.4,1,6,0.15,21,29,9,10,13,0,9,0
0,1,0,1,0.1,1,1,1,1,10,16.71,33.75,19031.2,163,1057.29,563.89,0,2,0.07,81,82,6,5,14,0,10,0
10,13,2,7,0.47,3,0.43,22,1,13,29.5,19.83,11602.5,117,644.58,585,6,17,0.21,35,82,15,17,34,35,15,0
26,34,19,25,0.21,25,1,74,8,116,53.9,42.21,96014.07,354,5334.11,2274.9,8,51,0.17,123,231,51,35,151,5.69,117,0
2,1,1,1,0.14,1,1,2,1,7,9.86,12,1419.65,33,78.87,118.3,0,3,0.09,12,21,4,8,11,0,7,0
3,9,0,5,0.5,1,0.2,11,5,8,18.06,8.94,1442.7,38,80.15,161.42,4,8,0.33,13,25,8,11,15,20,10,1
5,1,1,1,0.09,1,1,2,1,11,21.27,10,2126.66,51,118.15,212.67,0,3,0.06,16,35,8,10,18,0,11,0
0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0
14,5,0,3,0.04,1,0.33,10,1,64,44.68,37.34,62299.43,340,3461.08,1668.34,2,9,0.04,129,211,19,11,85,7.25,67,1
6,5,1,3,0.14,1,0.33,9,3,22,30.36,13,5130.52,83,285.03,394.66,2,8,0.09,28,55,14,13,32,8.33,22,0
5,3,4,2,0.11,2,1,11,1,14,34,8.25,2314.44,59,128.58,280.54,1,11,0.07,24,35,16,11,27,30,18,0
1,3,1,2,0.5,1,0.5,6,1,4,16.07,4.5,325.53,19,18.08,72.34,0,6,0.18,5,14,5,9,11,0,4,0
17,13,2,7,0.23,3,0.43,26,6,25,19.62,44.8,39374.15,170,2187.45,878.89,6,21,0.12,64,106,15,21,57,34.21,30,0
2,9,0,5,0.5,1,0.2,18,4,10,7.1,19.25,2632.27,35,146.24,136.74,0,15,0.36,14,21,4,11,14,0,10,0
5,15,5,8,0.21,8,1,42,1,39,35.89,25.54,23410.95,170,1300.61,916.69,0,36,0.17,83,87,26,16,48,7.14,39,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
4,3,1,2,0.2,1,0.5,6,1,9,15.16,15,3411.47,51,189.53,227.43,1,6,0.13,14,37,7,15,16,10,10,1
10,5,5,3,0.08,3,1,13,1,34,76.14,13.84,14581.44,193,810.08,1053.67,2,12,0.06,66,127,31,13,50,10.53,38,0
0,3,1,2,0.33,1,0.5,7,1,6,9.79,14.3,2002,35,111.22,140,1,7,0.25,13,22,5,11,8,0,6,0
11,7,1,4,0.13,1,0.25,20,1,31,51.31,17.5,15713.29,178,872.96,897.9,3,18,0.07,70,108,22,11,56,27.91,32,1
1,15,0,8,0.36,1,0.13,34,3,22,20.24,28.5,16441.15,120,913.4,576.88,7,28,0.29,57,63,14,14,28,0,22,0
6,10,3,6,0.22,5,0.83,19,1,26,21.63,27.75,16653.5,117,925.19,600.13,3,15,0.15,37,80,14,21,39,16.12,27,0
1,3,3,2,0.25,2,1,8,1,7,20.61,6.5,870.87,31,48.38,133.98,0,8,0.18,13,18,10,10,11,12.5,8,0
0,3,1,2,0.29,1,0.5,6,1,7,9.82,11,1188,27,66,108,1,6,0.11,10,17,5,11,18,56.25,7,0
1,5,2,3,0.27,3,1,12,1,11,17.11,11.67,2329.28,47,129.4,199.65,0,11,0.21,21,26,9,10,14,0,11,0
4,7,0,4,0.21,1,0.25,14,1,18,10.95,15.79,2728.99,40,151.61,172.88,3,12,0.14,17,23,7,13,28,18.18,19,1
13,11,3,6,0.21,3,0.5,27,1,25,29.42,20.92,12878.64,121,715.48,615.58,5,23,0.13,53,68,19,15,48,24.24,28,0
0,1,1,1,0.5,1,1,2,1,2,9.83,2,39.3,7,2.18,19.65,0,3,0.25,3,4,3,4,4,0,2,0
0,5,0,3,0.6,1,0.33,7,3,5,13.11,4.8,301.96,17,16.78,62.91,0,6,0.5,6,11,5,8,6,0,5,0
5,23,5,12,0.43,11,0.92,54,10,28,23.38,30.33,21507.84,159,1194.88,709.05,0,44,0.3,42,117,9,13,40,3.45,28,0
6,3,1,2,0.09,2,1,7,1,7,102.56,11,12409.79,202,689.43,1128.16,1,7,0.06,74,128,37,11,34,73.08,23,1
3,37,3,19,0.73,3,0.16,62,17,26,25.72,48.63,60821.24,235,3378.96,1250.65,0,45,0.61,88,147,19,21,31,0,26,0
3,13,9,7,0.32,7,1,32,4,22,34.83,15.79,8682.88,111,482.38,549.92,0,27,0.25,50,61,19,12,28,8.33,22,0
24,19,1,10,0.16,5,0.5,39,6,59,38.85,47.92,89204.84,341,4955.82,1861.67,9,31,0.09,115,226,24,20,107,27.16,61,0
1,5,1,3,0.43,2,0.67,9,3,7,14.31,7.14,729.9,25,40.55,102.19,0,8,0.33,10,15,7,10,9,0,7,0
22,5,2,4,0.12,4,1,16,1,33,31.97,26.1,21778.37,159,1209.91,834.42,0,14,0.06,58,101,20,18,63,15.38,33,0
0,1,0,1,0.25,1,1,1,1,4,9.34,6.67,415.13,18,23.06,62.27,0,2,0.17,5,13,3,8,6,0,4,0
4,9,2,5,0.5,2,0.4,17,5,10,14.76,15.94,3748.9,52,208.27,235.23,4,14,0.25,17,35,8,15,20,0,10,0
4,11,4,6,0.25,4,0.67,22,4,24,26.34,18.81,9323.4,101,517.97,495.6,0,18,0.19,43,58,16,14,32,11.11,24,0
1,3,2,2,0.25,2,1,6,1,8,20.45,10.23,2140.43,44,118.91,209.22,1,6,0.18,19,25,13,14,11,0,8,0
3,37,7,19,0.38,12,0.63,88,11,46,37.9,41.66,65784.09,277,3654.67,1579.02,0,71,0.35,123,154,31,21,54,8,50,0
5,1,0,1,0.07,1,1,1,1,15,29.54,9.6,2722.13,68,151.23,283.55,0,2,0.05,24,44,10,8,21,0,15,0
4,3,2,2,0.17,1,0.5,7,1,12,44.04,7.43,2427.8,66,134.88,326.98,1,7,0.1,27,39,20,11,21,20,12,0
42,27,11,14,0.31,4,0.29,63,9,45,67.49,20.98,29713.51,224,1650.75,1416.11,0,51,0.07,104,120,57,23,211,16.67,45,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
0,46,19,29,1,26,0.9,96,5,0,0,0,0,0,0,0,24,69,0.16,0,0,0,0,176,0,0,0
4,1,0,1,0.25,1,1,1,1,4,23.44,4,375.06,24,20.84,93.77,0,2,0.09,7,17,7,8,11,20,4,0
7,7,1,4,0.33,2,0.5,11,1,10,10.98,24,6324.94,60,351.39,263.54,3,9,0.17,24,36,7,14,24,33.33,12,0
4,3,3,2,0.13,2,1,7,1,15,31.34,8.8,2426.89,58,134.83,275.78,1,7,0.07,22,36,15,12,28,31.82,16,0
1,1,0,1,0.03,1,1,1,1,34,132.54,12.21,19761.56,293,1097.86,1618.4,0,2,0.02,116,177,38,8,43,15,40,0
2,15,4,9,0.43,7,0.78,33,4,18,18.28,23.38,9996.98,88,555.39,427.5,0,26,0.2,38,50,13,16,44,14.29,21,0
0,11,1,6,1,2,0.33,21,5,0,0,0,0,0,0,0,0,17,0.55,0,0,0,0,11,0,0,0
5,5,3,3,0.15,1,0.33,13,1,18,30,45.18,61231.14,279,3401.73,1355.38,2,12,0.1,128,151,17,12,31,14.29,20,0
4,5,2,3,0.13,2,0.67,12,1,5,22.16,14.38,4579.55,67,254.42,318.58,2,11,0.1,23,44,12,15,30,79.17,23,0
0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0
1,3,0,2,0.22,1,0.5,5,1,9,7.33,16,1875.31,30,104.18,117.21,0,5,0.18,8,22,3,12,11,0,9,0
12,7,4,4,0.12,3,0.75,17,3,29,52.95,17.71,16602.83,175,922.38,937.57,3,15,0.08,50,125,24,17,53,25.64,33,0
5,7,0,4,0.31,1,0.25,10,4,13,14.41,10.5,1588.31,35,88.24,151.27,3,8,0.15,14,21,8,12,26,31.58,13,0
18,9,9,5,0.12,4,0.8,30,1,41,46.59,20.85,20251.07,173,1125.06,971.34,4,27,0.07,86,87,33,16,67,10.87,41,0
1,7,0,4,0.57,1,0.25,12,3,7,7.73,15,1740,29,96.67,116,3,10,0.4,10,19,4,12,10,0,7,0
27,7,6,4,0.07,4,1,49,1,53,63.53,40,101649.86,448,5647.21,2541.25,3,47,0.04,160,288,34,17,111,35.37,56,0
10,5,6,3,0.15,1,0.33,19,1,19,37.98,10.17,3931.9,78,218.44,386.43,2,18,0.06,37,41,20,11,52,52.5,20,0
35,14,12,13,0.3,13,1,28,1,43,42.11,17.41,12765.08,128,709.17,733.17,0,17,0.16,39,89,28,25,83,8.51,44,0
6,5,1,3,0.2,2,0.67,11,1,14,12.24,14.57,2599.73,42,144.43,178.41,2,10,0.12,17,25,7,12,25,17.65,15,1
5,1,0,1,0.17,1,1,1,1,6,15.36,7,752.84,30,41.82,107.55,0,2,0.06,10,20,5,7,18,40,6,0
7,11,1,6,0.26,2,0.33,19,1,6,25.52,13,4312.2,69,239.57,331.71,5,15,0.15,26,43,14,14,39,80,23,1
